,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,MPG,PlayerFP,GameFP/36,TeamFP,PTS/36,FGA/36,A/36,TOT/36,TO/36,ST/36,BL/36
1294,NBA 2020-2021 Regular Season,22000060,2020-12-30,203471,Dennis Schroder,G,LA Lakers,San Antonio,R,Y,33.78,9,15,3,5,0,0,1,3,4,4,3,1,5,0,21,26.36,1,30.7,33.0,35.2,229.75,22.380106571936057,15.985790408525755,4.262877442273535,4.262877442273535,5.328596802841918,1.0657193605683837,0.0
1295,NBA 2020-2021 Regular Season,22000060,2020-12-30,202083,Wesley Matthews,G,LA Lakers,San Antonio,R,N,22.38,6,6,6,6,0,0,1,1,2,0,3,0,0,0,18,11.94,1,19.5,23.5,37.8,229.75,28.954423592493296,9.6514745308311,0.0,3.2171581769436997,0.0,0.0,0.0
1296,NBA 2020-2021 Regular Season,22000060,2020-12-30,1628398,Kyle Kuzma,F,LA Lakers,San Antonio,R,N,24.15,2,7,1,4,1,2,0,6,6,4,2,1,2,0,6,18.21,1,24.2,21.0,31.3,229.75,8.944099378881988,10.434782608695652,5.962732919254658,8.944099378881988,2.981366459627329,1.4906832298136645,0.0
1297,NBA 2020-2021 Regular Season,22000060,2020-12-30,1626149,Montrezl Harrell,F-C,LA Lakers,San Antonio,R,N,23.4,2,5,0,0,6,8,3,6,9,1,3,0,2,0,10,20.02,1,24.5,21.75,33.5,229.75,15.384615384615387,7.692307692307693,1.5384615384615385,13.846153846153847,3.076923076923077,0.0,0.0
1298,NBA 2020-2021 Regular Season,22000060,2020-12-30,202693,Markieff Morris,F,LA Lakers,San Antonio,R,N,19.4,1,3,0,2,0,0,0,6,6,1,3,0,1,0,2,9.18,1,14.5,10.5,19.5,229.75,3.711340206185567,5.56701030927835,1.8556701030927836,11.1340206185567,1.8556701030927836,0.0,0.0
1299,NBA 2020-2021 Regular Season,22000060,2020-12-30,1626188,Quinn Cook,G,LA Lakers,San Antonio,R,N,1.03,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,43.23,2,3.5,3.5,122.3,229.75,104.85436893203884,34.95145631067961,0.0,0.0,0.0,0.0,0.0
1300,NBA 2020-2021 Regular Season,22000060,2020-12-30,201162,Jared Dudley,F,LA Lakers,San Antonio,R,N,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3.6,0.0,0.0,229.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,NBA 2020-2021 Regular Season,22000060,2020-12-30,1628035,Alfonzo McKinnie,F,LA Lakers,San Antonio,R,N,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3.2,0.0,0.0,229.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,NBA 2020-2021 Regular Season,22000060,2020-12-30,1629640,Keldon Johnson,F-G,San Antonio,LA Lakers,H,Y,24.35,3,9,1,2,0,0,1,2,3,3,3,0,2,0,7,20.24,2,30.7,14.75,21.8,217.25,10.349075975359343,13.305954825462011,4.435318275154004,4.435318275154004,2.9568788501026693,0.0,0.0
1303,NBA 2020-2021 Regular Season,22000060,2020-12-30,201942,DeMar DeRozan,G-F,San Antonio,LA Lakers,H,Y,36.02,7,12,1,1,8,10,0,5,5,6,2,1,2,1,23,22.89,2,33.5,41.75,41.7,217.25,22.987229317046086,11.993337034980566,5.996668517490283,4.997223764575235,1.9988895058300942,0.9994447529150471,0.9994447529150471
1304,NBA 2020-2021 Regular Season,22000060,2020-12-30,1627751,Jakob Poeltl,C,San Antonio,LA Lakers,H,Y,24.02,4,5,0,0,0,2,3,4,7,1,3,1,0,0,8,10.97,2,20.1,20.25,30.3,217.25,11.99000832639467,7.49375520399667,1.4987510407993339,10.491257285595339,0.0,1.4987510407993339,0.0
1305,NBA 2020-2021 Regular Season,22000060,2020-12-30,1629022,Lonnie Walker IV,G-F,San Antonio,LA Lakers,H,Y,32.8,4,12,1,4,2,4,0,4,4,3,1,1,2,0,11,21.53,2,28.6,22.0,24.1,217.25,12.073170731707318,13.170731707317074,3.2926829268292686,4.390243902439025,2.1951219512195124,1.0975609756097562,0.0
1306,NBA 2020-2021 Regular Season,22000060,2020-12-30,1627749,Dejounte Murray,G,San Antonio,LA Lakers,H,Y,34.98,12,19,2,3,3,3,0,7,7,7,3,1,4,0,29,31.15,2,30.7,49.25,50.7,217.25,29.84562607204117,19.554030874785592,7.204116638078903,7.204116638078903,4.1166380789022305,1.0291595197255576,0.0
1307,NBA 2020-2021 Regular Season,22000060,2020-12-30,1629234,Drew Eubanks,F-C,San Antonio,LA Lakers,H,N,23.98,2,8,0,0,0,0,1,4,5,0,5,0,0,2,4,14.95,3+,15.5,14.25,21.4,217.25,6.005004170141785,12.01000834028357,0.0,7.506255212677231,0.0,0.0,3.0025020850708923
1308,NBA 2020-2021 Regular Season,22000060,2020-12-30,201988,Patty Mills,G,San Antonio,LA Lakers,H,N,22.25,3,7,2,5,4,4,1,2,3,4,1,2,0,0,12,17.64,2,25.5,26.75,43.3,217.25,19.41573033707865,11.325842696629213,6.47191011235955,4.853932584269662,0.0,3.235955056179775,0.0
1309,NBA 2020-2021 Regular Season,22000060,2020-12-30,200752,Rudy Gay,F-G,San Antonio,LA Lakers,H,N,25.43,3,10,2,7,0,0,1,2,3,1,0,1,0,1,8,17.62,2,22.0,18.25,25.8,217.25,11.325206449075894,14.156508061344867,1.4156508061344868,4.246952418403461,0.0,1.4156508061344868,1.4156508061344868
1310,NBA 2020-2021 Regular Season,22000060,2020-12-30,1630170,Devin Vassell,G-F,San Antonio,LA Lakers,H,N,13.07,1,3,1,2,0,0,0,2,2,0,0,1,0,0,3,10.28,2,17.9,8.0,22.0,217.25,8.26319816373374,8.26319816373374,0.0,5.508798775822494,0.0,2.754399387911247,0.0
1311,NBA 2020-2021 Regular Season,22000060,2020-12-30,1630200,Tre Jones,G,San Antonio,LA Lakers,H,N,1.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,87.01,3+,3.0,2.0,69.9,217.25,69.90291262135922,69.90291262135922,0.0,0.0,0.0,0.0,0.0
1312,NBA 2020-2021 Regular Season,22000060,2020-12-30,1629677,Luka Samanic,F,San Antonio,LA Lakers,H,N,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,2.7,0.0,0.0,217.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,NBA 2020-2021 Regular Season,22000060,2020-12-30,1628966,Keita Bates-Diop,F,San Antonio,LA Lakers,H,N,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,1.7,0.0,0.0,217.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,NBA 2020-2021 Regular Season,22000061,2020-12-30,1627884,Derrick Jones Jr.,F,Portland,LA Clippers,R,Y,34.9,2,6,1,3,1,2,0,3,3,0,0,1,0,0,6,8.76,1,27.4,12.25,12.6,192.75,6.189111747851004,6.189111747851004,0.0,3.094555873925502,0.0,1.031518624641834,0.0
1315,NBA 2020-2021 Regular Season,22000061,2020-12-30,203496,Robert Covington,F,Portland,LA Clippers,R,Y,24.83,3,4,2,3,0,0,0,3,3,1,5,1,2,1,8,10.74,1,30.3,17.25,25.0,192.75,11.598872331856626,5.799436165928313,1.4498590414820782,4.349577124446235,2.8997180829641565,1.4498590414820782,1.4498590414820782
1316,NBA 2020-2021 Regular Season,22000061,2020-12-30,203994,Jusuf Nurkic,C,Portland,LA Clippers,R,Y,22.77,2,4,0,0,0,0,0,4,4,1,3,0,4,2,4,15.62,1,23.4,12.5,19.8,192.75,6.324110671936759,6.324110671936759,1.5810276679841897,6.324110671936759,6.324110671936759,0.0,3.1620553359683794
1317,NBA 2020-2021 Regular Season,22000061,2020-12-30,203468,CJ McCollum,G,Portland,LA Clippers,R,Y,28.42,8,17,7,11,2,2,0,4,4,3,0,1,1,0,25,29.54,1,33.8,39.5,50.0,192.75,31.667839549612946,21.534130893736805,3.800140745953554,5.066854327938072,1.266713581984518,1.266713581984518,0.0
1318,NBA 2020-2021 Regular Season,22000061,2020-12-30,203081,Damian Lillard,G,Portland,LA Clippers,R,Y,29.22,3,14,0,8,14,15,1,4,5,4,1,1,4,0,20,37.43,1,36.3,32.25,39.7,192.75,24.640657084188916,17.24845995893224,4.9281314168377826,6.160164271047229,4.9281314168377826,1.2320328542094456,0.0
1319,NBA 2020-2021 Regular Season,22000061,2020-12-30,2546,Carmelo Anthony,F,Portland,LA Clippers,R,N,25.03,3,5,0,2,9,10,0,5,5,2,2,0,1,0,15,18.47,3,25.9,23.75,34.2,192.75,21.574111066719933,7.191370355573311,2.876548142229325,7.191370355573311,1.4382740711146624,0.0,0.0
1320,NBA 2020-2021 Regular Season,22000061,2020-12-30,203918,Rodney Hood,G-F,Portland,LA Clippers,R,N,15.05,1,3,1,2,0,0,0,2,2,1,0,0,2,0,3,14.77,1,16.2,6.5,15.5,192.75,7.176079734219269,7.176079734219269,2.3920265780730894,4.784053156146179,4.784053156146179,0.0,0.0
1321,NBA 2020-2021 Regular Season,22000061,2020-12-30,202683,Enes Kanter,C,Portland,LA Clippers,R,N,25.23,4,9,0,0,2,2,4,6,10,0,2,0,1,0,10,19.17,1,22.3,22.0,31.4,192.75,14.26872770511296,12.841854934601663,0.0,14.26872770511296,1.426872770511296,0.0,0.0
1322,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629014,Anfernee Simons,G,Portland,LA Clippers,R,N,10.3,1,4,1,4,0,0,0,0,0,0,2,0,0,0,3,17.27,1,14.9,3.5,12.2,192.75,10.485436893203882,13.980582524271844,0.0,0.0,0.0,0.0,0.0
1323,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629604,CJ Elleby,F-G,Portland,LA Clippers,R,N,8.08,1,3,0,2,0,1,0,0,0,0,1,0,0,0,2,18.93,6,5.6,2.0,8.9,192.75,8.910891089108912,13.366336633663366,0.0,0.0,0.0,0.0,0.0
1324,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629833,Keljin Blevins,G,Portland,LA Clippers,R,N,8.08,1,3,0,2,0,0,0,0,0,2,1,1,1,0,2,22.01,6,4.7,6.5,29.0,192.75,8.910891089108912,13.366336633663366,8.910891089108912,0.0,4.455445544554456,4.455445544554456,0.0
1325,NBA 2020-2021 Regular Season,22000061,2020-12-30,1628385,Harry Giles III,F-C,Portland,LA Clippers,R,N,8.08,3,4,0,1,1,2,0,5,5,0,0,0,1,1,7,32.35,6,10.9,14.75,65.7,192.75,31.18811881188119,17.821782178217823,0.0,22.277227722772277,4.455445544554456,0.0,4.455445544554456
1326,NBA 2020-2021 Regular Season,22000061,2020-12-30,202695,Kawhi Leonard,F,LA Clippers,Portland,H,Y,30.42,9,17,3,5,7,8,1,2,3,7,4,3,0,1,28,28.23,4,34.1,51.75,61.2,273.75,33.13609467455621,20.118343195266274,8.284023668639053,3.550295857988165,0.0,3.550295857988165,1.183431952662722
1327,NBA 2020-2021 Regular Season,22000061,2020-12-30,201587,Nicolas Batum,G-F,LA Clippers,Portland,H,Y,26.43,4,6,2,2,1,2,2,3,5,3,1,1,0,0,11,10.89,0,29.1,24.75,33.7,273.75,14.982973893303065,8.172531214528945,4.0862656072644725,6.810442678774121,0.0,1.362088535754824,0.0
1328,NBA 2020-2021 Regular Season,22000061,2020-12-30,201586,Serge Ibaka,F,LA Clippers,Portland,H,Y,23.15,4,11,3,5,0,0,2,6,8,3,3,1,1,1,11,21.7,0,25.0,30.5,47.4,273.75,17.10583153347732,17.10583153347732,4.665226781857452,12.440604751619873,1.555075593952484,1.555075593952484,1.555075593952484
1329,NBA 2020-2021 Regular Season,22000061,2020-12-30,202331,Paul George,F,LA Clippers,Portland,H,Y,28.45,8,15,4,9,3,4,0,10,10,7,1,2,3,0,23,29.07,0,33.9,50.5,63.9,273.75,29.103690685413007,18.98066783831283,8.857644991212654,12.65377855887522,3.796133567662566,2.5307557117750443,0.0
1330,NBA 2020-2021 Regular Season,22000061,2020-12-30,201976,Patrick Beverley,G,LA Clippers,Portland,H,Y,20.98,3,6,1,2,0,0,2,2,4,0,4,2,0,0,7,11.97,0,25.6,16.5,28.3,273.75,12.011439466158246,10.295519542421353,0.0,6.863679694947569,0.0,3.4318398474737846,0.0
1331,NBA 2020-2021 Regular Season,22000061,2020-12-30,1627826,Ivica Zubac,C,LA Clippers,Portland,H,N,15.2,2,2,0,0,3,4,2,0,2,2,3,2,2,3,7,15.86,0,18.9,21.5,50.9,273.75,16.578947368421055,4.7368421052631575,4.7368421052631575,4.7368421052631575,4.7368421052631575,4.7368421052631575,7.105263157894737
1332,NBA 2020-2021 Regular Season,22000061,2020-12-30,1628379,Luke Kennard,G,LA Clippers,Portland,H,N,18.73,2,5,1,1,0,0,0,0,0,1,1,0,2,0,5,15.64,0,22.8,6.0,11.5,273.75,9.610250934329953,9.610250934329953,1.9220501868659903,0.0,3.8441003737319805,0.0,0.0
1333,NBA 2020-2021 Regular Season,22000061,2020-12-30,101150,Lou Williams,G,LA Clippers,Portland,H,N,20.97,7,13,1,4,0,0,0,5,5,2,0,1,1,0,15,27.94,0,19.8,26.25,45.1,273.75,25.75107296137339,22.317596566523605,3.4334763948497855,8.583690987124463,1.7167381974248928,1.7167381974248928,0.0
1334,NBA 2020-2021 Regular Season,22000061,2020-12-30,202704,Reggie Jackson,G,LA Clippers,Portland,H,N,21.62,4,6,2,4,1,3,0,1,1,2,3,0,0,0,11,14.17,0,17.5,16.25,27.1,273.75,18.316373728029603,9.990749306197964,3.3302497687326547,1.6651248843663273,0.0,0.0,0.0
1335,NBA 2020-2021 Regular Season,22000061,2020-12-30,202335,Patrick Patterson,F,LA Clippers,Portland,H,N,10.88,1,5,0,3,0,0,0,3,3,0,1,0,1,0,2,23.08,2,13.4,5.25,17.4,273.75,6.617647058823529,16.544117647058822,0.0,9.926470588235293,3.3088235294117645,0.0,0.0
1336,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629611,Terance Mann,G-F,LA Clippers,Portland,H,N,8.08,0,1,0,0,0,0,2,2,4,0,1,0,0,0,0,5.18,0,11.5,5.0,22.3,273.75,0.0,4.455445544554456,0.0,17.821782178217823,0.0,0.0,0.0
1337,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629662,Mfiondu Kabengele,F-C,LA Clippers,Portland,H,N,6.85,0,2,0,1,0,0,0,0,0,2,2,1,0,1,0,12.22,0,4.1,7.0,36.8,273.75,0.0,10.51094890510949,10.51094890510949,0.0,0.0,5.255474452554745,5.255474452554745
1338,NBA 2020-2021 Regular Season,22000061,2020-12-30,1629599,Amir Coffey,G-F,LA Clippers,Portland,H,N,5.48,2,4,1,2,1,1,0,0,0,0,1,0,0,0,6,33.91,0,5.8,6.5,42.7,273.75,39.416058394160586,26.277372262773724,0.0,0.0,0.0,0.0,0.0
1339,NBA 2020-2021 Regular Season,22000061,2020-12-30,1630187,Daniel Oturu,C,LA Clippers,Portland,H,N,2.75,1,2,0,0,0,0,0,2,2,1,0,0,0,0,2,30.44,0,4.2,6.0,78.5,273.75,26.181818181818183,26.181818181818183,13.090909090909092,26.181818181818183,0.0,0.0,0.0
1340,NBA 2020-2021 Regular Season,22000062,2020-12-31,203957,Dante Exum,G,Cleveland,Indiana,R,Y,28.27,2,5,2,3,1,2,0,4,4,0,0,0,2,1,7,11.99,1,19.4,14.0,17.8,205.5,8.914043155288292,6.3671736823487795,0.0,5.093738945879023,2.5468694729395116,0.0,1.2734347364697558
1341,NBA 2020-2021 Regular Season,22000062,2020-12-31,1626204,Larry Nance Jr.,F-C,Cleveland,Indiana,R,Y,35.98,4,9,1,4,1,2,1,4,5,7,3,2,2,1,10,14.21,1,34.0,32.25,32.3,205.5,10.00555864369094,9.005002779321845,7.0038910505836585,5.00277932184547,2.001111728738188,2.001111728738188,1.000555864369094
1342,NBA 2020-2021 Regular Season,22000062,2020-12-31,203083,Andre Drummond,C,Cleveland,Indiana,R,Y,25.03,4,11,0,0,3,4,3,10,13,4,4,1,3,1,11,27.09,1,30.0,35.75,51.4,205.5,15.821014782261287,15.821014782261287,5.75309628445865,18.69756292449061,4.314822213343987,1.4382740711146624,1.4382740711146624
1343,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629012,Collin Sexton,G,Cleveland,Indiana,R,Y,36.6,12,19,2,2,2,2,0,1,1,4,2,1,2,1,28,25.72,1,34.2,39.25,38.6,205.5,27.540983606557376,18.688524590163937,3.9344262295081966,0.9836065573770492,1.9672131147540983,0.9836065573770492,0.9836065573770492
1344,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629636,Darius Garland,G,Cleveland,Indiana,R,Y,38.18,8,14,5,7,0,0,0,2,2,5,3,0,6,0,21,22.54,1,31.5,30.5,28.8,205.5,19.800942902042955,13.20062860136197,4.714510214772132,1.885804085908853,5.657412257726558,0.0,0.0
1345,NBA 2020-2021 Regular Season,22000062,2020-12-31,1626224,Cedi Osman,F,Cleveland,Indiana,R,N,21.33,1,8,1,5,0,2,2,1,3,1,1,1,1,0,3,19.93,1,29.4,10.25,17.3,205.5,5.063291139240507,13.50210970464135,1.6877637130801688,5.063291139240507,1.6877637130801688,1.6877637130801688,0.0
1346,NBA 2020-2021 Regular Season,22000062,2020-12-31,201580,JaVale McGee,C-F,Cleveland,Indiana,R,N,13.63,3,11,0,1,1,6,6,7,13,0,5,0,1,1,7,46.21,1,16.5,24.75,65.4,205.5,18.488628026412325,29.053558327219367,0.0,34.33602347762289,2.641232575201761,0.0,2.641232575201761
1347,NBA 2020-2021 Regular Season,22000062,2020-12-31,1628422,Damyean Dotson,G,Cleveland,Indiana,R,N,20.77,1,2,1,1,0,0,0,1,1,1,2,0,2,0,3,8.29,1,22.3,5.25,9.1,205.5,5.199807414540202,3.4665382763601347,1.7332691381800673,1.7332691381800673,3.4665382763601347,0.0,0.0
1348,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629731,Dean Wade,F-C,Cleveland,Indiana,R,N,6.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,9.6,0.0,0.0,205.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,NBA 2020-2021 Regular Season,22000062,2020-12-31,1627748,Thon Maker,F-C,Cleveland,Indiana,R,N,9.33,2,3,0,0,2,2,0,1,1,0,1,0,0,1,6,17.89,3,9.6,9.25,35.7,205.5,23.15112540192926,11.57556270096463,0.0,3.8585209003215435,0.0,0.0,3.8585209003215435
1350,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629716,Marques Bolden,C,Cleveland,Indiana,R,N,2.35,0,0,0,0,3,4,0,1,1,0,0,0,0,0,3,32.22,3,4.8,4.25,65.1,205.5,45.95744680851063,0.0,0.0,15.319148936170214,0.0,0.0,0.0
1351,NBA 2020-2021 Regular Season,22000062,2020-12-31,1630205,Lamar Stevens,F,Cleveland,Indiana,R,N,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,12.9,0.0,0.0,205.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,NBA 2020-2021 Regular Season,22000062,2020-12-31,1628988,Aaron Holiday,G,Indiana,Cleveland,H,Y,22.47,4,6,3,4,1,2,1,0,1,2,4,1,1,0,12,15.09,1,20.1,19.25,30.8,243.75,19.22563417890521,9.612817089452605,3.204272363150868,1.602136181575434,1.602136181575434,1.602136181575434,0.0
1353,NBA 2020-2021 Regular Season,22000062,2020-12-31,1627734,Domantas Sabonis,F-C,Indiana,Cleveland,H,Y,37.0,10,14,2,2,3,3,2,9,11,7,2,0,1,0,25,18.98,1,36.8,49.75,48.4,243.75,24.324324324324323,13.621621621621623,6.810810810810811,10.702702702702704,0.972972972972973,0.0,0.0
1354,NBA 2020-2021 Regular Season,22000062,2020-12-31,1626167,Myles Turner,C-F,Indiana,Cleveland,H,Y,33.38,5,9,0,4,4,4,2,5,7,2,6,4,0,1,14,13.87,1,32.4,35.75,38.6,243.75,15.098861593768722,9.706411024565607,2.156980227681246,7.549430796884361,0.0,4.313960455362492,1.078490113840623
1355,NBA 2020-2021 Regular Season,22000062,2020-12-31,203506,Victor Oladipo,G,Indiana,Cleveland,H,Y,34.2,5,14,4,8,2,2,0,4,4,8,1,2,3,0,16,22.5,1,33.3,37.5,39.5,243.75,16.842105263157894,14.736842105263158,8.421052631578947,4.2105263157894735,3.1578947368421053,2.1052631578947367,0.0
1356,NBA 2020-2021 Regular Season,22000062,2020-12-31,1627763,Malcolm Brogdon,G,Indiana,Cleveland,H,Y,36.93,5,13,2,4,5,6,0,3,3,5,2,3,2,0,17,20.55,1,36.9,34.25,33.4,243.75,16.571892770105606,12.672623883021933,4.8740861088545895,2.9244516653127537,1.9496344435418358,2.9244516653127537,0.0
1357,NBA 2020-2021 Regular Season,22000062,2020-12-31,203926,Doug McDermott,F,Indiana,Cleveland,H,N,25.32,6,13,3,6,3,6,3,6,9,0,3,0,2,0,18,29.98,1,25.1,29.75,42.3,243.75,25.592417061611375,18.48341232227488,0.0,12.796208530805687,2.843601895734597,0.0,0.0
1358,NBA 2020-2021 Regular Season,22000062,2020-12-31,203200,Justin Holiday,F-G,Indiana,Cleveland,H,N,23.07,3,7,1,4,0,0,0,4,4,1,0,1,1,0,7,14.92,1,31.6,15.5,24.2,243.75,10.923276983094928,10.923276983094928,1.5604681404421328,6.241872561768531,1.5604681404421328,1.5604681404421328,0.0
1359,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629103,Kelan Martin,F,Indiana,Cleveland,H,N,11.02,0,6,0,2,0,0,1,0,1,0,3,1,2,0,0,31.24,4,4.5,2.25,7.4,243.75,0.0,19.600725952813068,0.0,3.266787658802178,6.533575317604356,3.266787658802178,0.0
1360,NBA 2020-2021 Regular Season,22000062,2020-12-31,204456,T.J. McConnell,G,Indiana,Cleveland,H,N,9.47,2,3,0,0,0,0,0,1,1,2,0,1,2,0,4,22.72,1,21.0,9.25,35.2,243.75,15.205913410770854,11.40443505807814,7.602956705385427,3.8014783526927136,7.602956705385427,3.8014783526927136,0.0
1361,NBA 2020-2021 Regular Season,22000062,2020-12-31,1628410,Edmond Sumner,G,Indiana,Cleveland,H,N,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,10.8,0.0,0.0,243.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,NBA 2020-2021 Regular Season,22000062,2020-12-31,1629665,Jalen Lecque,G,Indiana,Cleveland,H,N,1.6,1,1,0,0,1,1,0,1,1,1,0,0,0,0,3,38.73,4,2.9,5.75,129.4,243.75,67.5,22.5,22.5,22.5,0.0,0.0,0.0
1363,NBA 2020-2021 Regular Season,22000062,2020-12-31,1630199,Cassius Stanley,G,Indiana,Cleveland,H,N,1.6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,26.89,4,2.9,3.5,78.8,243.75,67.5,22.5,0.0,0.0,0.0,0.0,0.0
1364,NBA 2020-2021 Regular Season,22000062,2020-12-31,203960,JaKarr Sampson,F,Indiana,Cleveland,H,N,1.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,4,7.4,1.25,28.1,243.75,0.0,0.0,0.0,22.5,0.0,0.0,0.0
1365,NBA 2020-2021 Regular Season,22000063,2020-12-31,1630172,Patrick Williams,F,Chicago,Washington,R,Y,18.4,4,5,1,2,1,2,0,1,1,0,4,0,2,0,10,17.42,1,25.3,10.75,21.0,262.5,19.56521739130435,9.782608695652176,0.0,1.956521739130435,3.91304347826087,0.0,0.0
1366,NBA 2020-2021 Regular Season,22000063,2020-12-31,203490,Otto Porter Jr.,F,Chicago,Washington,R,Y,30.92,10,14,5,9,3,3,1,11,12,3,0,3,0,0,28,20.16,1,23.6,56.0,65.2,262.5,32.60025873221216,16.30012936610608,3.492884864165588,13.971539456662352,0.0,3.492884864165588,0.0
1367,NBA 2020-2021 Regular Season,22000063,2020-12-31,1628976,Wendell Carter Jr.,C-F,Chicago,Washington,R,Y,22.97,7,11,1,1,1,2,1,4,5,1,5,1,2,1,16,24.58,1,26.9,27.25,42.7,262.5,25.076186329995647,17.23987810187201,1.567261645624728,7.83630822812364,3.134523291249456,1.567261645624728,1.567261645624728
1368,NBA 2020-2021 Regular Season,22000063,2020-12-31,203897,Zach LaVine,G-F,Chicago,Washington,R,Y,34.88,6,17,1,7,9,10,0,6,6,7,4,0,3,1,22,28.46,1,35.5,41.0,42.3,262.5,22.706422018348622,17.545871559633024,7.224770642201834,6.192660550458715,3.0963302752293576,0.0,1.0321100917431192
1369,NBA 2020-2021 Regular Season,22000063,2020-12-31,1629632,Coby White,G,Chicago,Washington,R,Y,40.17,5,16,3,9,3,5,1,5,6,10,4,0,3,0,16,21.47,1,33.7,38.5,34.5,262.5,14.339058999253174,14.339058999253174,8.961911874533232,5.37714712471994,2.68857356235997,0.0,0.0
1370,NBA 2020-2021 Regular Season,22000063,2020-12-31,202066,Garrett Temple,G-F,Chicago,Washington,R,N,28.4,3,6,1,4,1,1,1,1,2,4,3,0,2,0,8,12.09,1,26.5,16.0,20.3,262.5,10.140845070422536,7.605633802816902,5.070422535211268,2.535211267605634,2.535211267605634,0.0,0.0
1371,NBA 2020-2021 Regular Season,22000063,2020-12-31,1627756,Denzel Valentine,G,Chicago,Washington,R,N,14.98,1,3,1,2,0,0,1,3,4,1,2,1,0,0,3,8.15,4,17.9,12.0,28.8,262.5,7.209612817089452,7.209612817089452,2.403204272363151,9.612817089452603,0.0,2.403204272363151,0.0
1372,NBA 2020-2021 Regular Season,22000063,2020-12-31,1629655,Daniel Gafford,F-C,Chicago,Washington,R,N,22.27,7,8,0,0,1,2,3,2,5,2,3,2,1,1,15,18.05,1,14.1,29.75,48.1,262.5,24.247867085765606,12.93219577907499,3.2330489447687474,8.08262236192187,1.6165244723843737,3.2330489447687474,1.6165244723843737
1373,NBA 2020-2021 Regular Season,22000063,2020-12-31,201152,Thaddeus Young,F,Chicago,Washington,R,N,27.03,7,12,1,2,0,0,1,2,3,6,2,2,2,0,15,21.07,3+,24.5,31.25,41.6,262.5,19.97780244173141,15.982241953385126,7.991120976692563,3.9955604883462814,2.6637069922308547,2.6637069922308547,0.0
1374,NBA 2020-2021 Regular Season,22000063,2020-12-31,1630166,Deni Avdija,F,Washington,Chicago,H,Y,24.53,2,5,0,3,2,2,1,3,4,3,1,0,0,0,6,9.91,1,22.5,15.5,22.7,240.75,8.805544231553199,7.337953526294333,4.4027721157765995,5.870362821035467,0.0,0.0,0.0
1375,NBA 2020-2021 Regular Season,22000063,2020-12-31,1629060,Rui Hachimura,F,Washington,Chicago,H,Y,25.22,5,8,2,2,5,8,2,3,5,3,1,1,2,0,17,22.17,3+,27.4,29.75,42.5,240.75,24.26645519429025,11.419508326724824,4.282315622521808,7.137192704203014,2.854877081681206,1.427438540840603,0.0
1376,NBA 2020-2021 Regular Season,22000063,2020-12-31,1628418,Thomas Bryant,C-F,Washington,Chicago,H,Y,34.23,10,11,3,3,5,7,2,1,3,0,3,1,1,3,28,18.22,1,27.1,40.75,42.9,240.75,29.4478527607362,11.56879929886065,0.0,3.15512708150745,1.05170902716915,1.05170902716915,3.15512708150745
1377,NBA 2020-2021 Regular Season,22000063,2020-12-31,203078,Bradley Beal,G,Washington,Chicago,H,Y,34.88,8,19,0,3,12,13,1,3,4,3,4,1,3,1,28,32.87,1,35.8,40.0,41.3,240.75,28.899082568807337,19.610091743119266,3.0963302752293576,4.128440366972477,3.0963302752293576,1.0321100917431192,1.0321100917431192
